tournament,date,venue,club,group,round,cycle,court,point_cap,pair_a,pair_a_p1,pair_a_p2,pair_b,pair_b_p1,pair_b_p2,score_a,score_b
T01,2026-05-02,Tallink,Aliris,A,1,1,C1,18,T01-01,P037,P036,T01-02,P038,P015,14,18
T01,2026-05-02,Tallink,Aliris,B,1,1,C10,18,T01-17,P006,P033,T01-16,P022,P017,18,9
T01,2026-05-02,Tallink,Aliris,A,1,1,C2,18,T01-03,P014,P029,T01-04,P030,P039,18,7
T01,2026-05-02,Tallink,Aliris,A,1,1,C3,18,T01-05,P028,P021,T01-06,P011,P010,17,18
T01,2026-05-02,Tallink,Aliris,A,1,1,C4,18,T01-07,P031,P018,T01-08,P001,P024,18,7
T01,2026-05-02,Tallink,Aliris,A,1,1,C5,18,T01-09,P009,P023,T01-10,P002,P012,18,10
T01,2026-05-02,Tallink,Aliris,A,1,1,C6,18,T01-11,P035,P004,T01-12,P025,P016,18,10
T01,2026-05-02,Tallink,Aliris,B,1,1,C7,18,T01-13,P008,P034,T01-20,P026,P027,18,14
T01,2026-05-02,Tallink,Aliris,B,1,1,C8,18,T01-14,P005,P040,T01-19,P013,P019,18,13
T01,2026-05-02,Tallink,Aliris,B,1,1,C9,18,T01-15,P003,P032,T01-18,P007,P020,18,17
T01,2026-05-02,Tallink,Aliris,A,2,1,C1,18,T01-01,P037,P036,T01-04,P030,P039,11,18
T01,2026-05-02,Tallink,Aliris,B,2,1,C10,18,T01-18,P007,P020,T01-20,P026,P027,18,8
T01,2026-05-02,Tallink,Aliris,A,2,1,C2,18,T01-03,P014,P029,T01-06,P011,P010,9,18
T01,2026-05-02,Tallink,Aliris,A,2,1,C3,18,T01-05,P028,P021,T01-08,P001,P024,10,18
T01,2026-05-02,Tallink,Aliris,A,2,1,C4,18,T01-07,P031,P018,T01-10,P002,P012,18,14
T01,2026-05-02,Tallink,Aliris,A,2,1,C5,18,T01-09,P009,P023,T01-12,P025,P016,18,13
T01,2026-05-02,Tallink,Aliris,A,2,1,C6,18,T01-11,P035,P004,T01-02,P038,P015,13,18
T01,2026-05-02,Tallink,Aliris,B,2,1,C7,18,T01-13,P008,P034,T01-19,P013,P019,12,18
T01,2026-05-02,Tallink,Aliris,B,2,1,C8,18,T01-15,P003,P032,T01-16,P022,P017,18,14
T01,2026-05-02,Tallink,Aliris,B,2,1,C9,18,T01-17,P006,P033,T01-14,P005,P040,13,18
T01,2026-05-02,Tallink,Aliris,A,3,1,C1,18,T01-01,P037,P036,T01-06,P011,P010,17,18
T01,2026-05-02,Tallink,Aliris,B,3,1,C10,18,T01-19,P013,P019,T01-17,P006,P033,18,13
T01,2026-05-02,Tallink,Aliris,A,3,1,C2,18,T01-03,P014,P029,T01-08,P001,P024,4,18
T01,2026-05-02,Tallink,Aliris,A,3,1,C3,18,T01-05,P028,P021,T01-10,P002,P012,18,13
T01,2026-05-02,Tallink,Aliris,A,3,1,C4,18,T01-07,P031,P018,T01-12,P025,P016,18,6
T01,2026-05-02,Tallink,Aliris,A,3,1,C5,18,T01-09,P009,P023,T01-02,P038,P015,7,18
T01,2026-05-02,Tallink,Aliris,A,3,1,C6,18,T01-11,P035,P004,T01-04,P030,P039,8,18
T01,2026-05-02,Tallink,Aliris,B,3,1,C7,18,T01-13,P008,P034,T01-18,P007,P020,14,18
T01,2026-05-02,Tallink,Aliris,B,3,1,C8,18,T01-16,P022,P017,T01-20,P026,P027,13,18
T01,2026-05-02,Tallink,Aliris,B,3,1,C9,18,T01-14,P005,P040,T01-15,P003,P032,14,18
T01,2026-05-02,Tallink,Aliris,A,4,1,C1,18,T01-01,P037,P036,T01-08,P001,P024,18,11
T01,2026-05-02,Tallink,Aliris,B,4,1,C10,18,T01-19,P013,P019,T01-15,P003,P032,14,18
T01,2026-05-02,Tallink,Aliris,A,4,1,C2,18,T01-03,P014,P029,T01-10,P002,P012,10,18
T01,2026-05-02,Tallink,Aliris,A,4,1,C3,18,T01-05,P028,P021,T01-12,P025,P016,18,13
T01,2026-05-02,Tallink,Aliris,A,4,1,C4,18,T01-07,P031,P018,T01-02,P038,P015,18,11
T01,2026-05-02,Tallink,Aliris,A,4,1,C5,18,T01-09,P009,P023,T01-04,P030,P039,18,15
T01,2026-05-02,Tallink,Aliris,A,4,1,C6,18,T01-11,P035,P004,T01-06,P011,P010,18,17
T01,2026-05-02,Tallink,Aliris,B,4,1,C7,18,T01-13,P008,P034,T01-17,P006,P033,14,18
T01,2026-05-02,Tallink,Aliris,B,4,1,C8,18,T01-14,P005,P040,T01-20,P026,P027,18,13
T01,2026-05-02,Tallink,Aliris,B,4,1,C9,18,T01-16,P022,P017,T01-18,P007,P020,10,18
T01,2026-05-02,Tallink,Aliris,A,5,1,C1,18,T01-01,P037,P036,T01-10,P002,P012,18,14
T01,2026-05-02,Tallink,Aliris,B,5,1,C10,18,T01-19,P013,P019,T01-20,P026,P027,13,18
T01,2026-05-02,Tallink,Aliris,A,5,1,C2,18,T01-03,P014,P029,T01-12,P025,P016,18,16
T01,2026-05-02,Tallink,Aliris,A,5,1,C3,18,T01-05,P028,P021,T01-02,P038,P015,18,14
T01,2026-05-02,Tallink,Aliris,A,5,1,C4,18,T01-07,P031,P018,T01-04,P030,P039,18,12
T01,2026-05-02,Tallink,Aliris,A,5,1,C5,18,T01-09,P009,P023,T01-06,P011,P010,18,16
T01,2026-05-02,Tallink,Aliris,A,5,1,C6,18,T01-11,P035,P004,T01-08,P001,P024,18,15
T01,2026-05-02,Tallink,Aliris,B,5,1,C7,18,T01-13,P008,P034,T01-16,P022,P017,18,14
T01,2026-05-02,Tallink,Aliris,B,5,1,C8,18,T01-15,P003,P032,T01-17,P006,P033,18,10
T01,2026-05-02,Tallink,Aliris,B,5,1,C9,18,T01-18,P007,P020,T01-14,P005,P040,18,12
T01,2026-05-02,Tallink,Aliris,A,6,1,C1,18,T01-01,P037,P036,T01-12,P025,P016,14,18
T01,2026-05-02,Tallink,Aliris,B,6,1,C10,18,T01-19,P013,P019,T01-18,P007,P020,14,18
T01,2026-05-02,Tallink,Aliris,A,6,1,C2,18,T01-03,P014,P029,T01-02,P038,P015,5,18
T01,2026-05-02,Tallink,Aliris,A,6,1,C3,18,T01-05,P028,P021,T01-04,P030,P039,16,18
T01,2026-05-02,Tallink,Aliris,A,6,1,C4,18,T01-07,P031,P018,T01-06,P011,P010,17,18
T01,2026-05-02,Tallink,Aliris,A,6,1,C5,18,T01-09,P009,P023,T01-08,P001,P024,18,14
T01,2026-05-02,Tallink,Aliris,A,6,1,C6,18,T01-11,P035,P004,T01-10,P002,P012,17,18
T01,2026-05-02,Tallink,Aliris,B,6,1,C7,18,T01-13,P008,P034,T01-15,P003,P032,14,18
T01,2026-05-02,Tallink,Aliris,B,6,1,C8,18,T01-16,P022,P017,T01-14,P005,P040,18,8
T01,2026-05-02,Tallink,Aliris,B,6,1,C9,18,T01-17,P006,P033,T01-20,P026,P027,18,11
T01,2026-05-02,Tallink,Aliris,A,7,1,C1,18,T01-01,P037,P036,T01-03,P014,P029,18,12
T01,2026-05-02,Tallink,Aliris,B,7,1,C10,18,T01-17,P006,P033,T01-18,P007,P020,16,18
T01,2026-05-02,Tallink,Aliris,A,7,1,C2,18,T01-02,P038,P015,T01-04,P030,P039,18,17
T01,2026-05-02,Tallink,Aliris,A,7,1,C3,18,T01-05,P028,P021,T01-07,P031,P018,13,18
T01,2026-05-02,Tallink,Aliris,A,7,1,C4,18,T01-06,P011,P010,T01-08,P001,P024,18,15
T01,2026-05-02,Tallink,Aliris,A,7,1,C5,18,T01-09,P009,P023,T01-11,P035,P004,14,18
T01,2026-05-02,Tallink,Aliris,A,7,1,C6,18,T01-10,P002,P012,T01-12,P025,P016,18,17
T01,2026-05-02,Tallink,Aliris,B,7,1,C7,18,T01-13,P008,P034,T01-14,P005,P040,13,18
T01,2026-05-02,Tallink,Aliris,B,7,1,C8,18,T01-15,P003,P032,T01-20,P026,P027,18,16
T01,2026-05-02,Tallink,Aliris,B,7,1,C9,18,T01-16,P022,P017,T01-19,P013,P019,17,18
T01,2026-05-02,Tallink,Aliris,A,8,1,C1,18,T01-01,P037,P036,T01-05,P028,P021,18,13
T01,2026-05-02,Tallink,Aliris,B,8,1,C10,18,T01-16,P022,P017,T01-17,P006,P033,14,18
T01,2026-05-02,Tallink,Aliris,A,8,1,C2,18,T01-02,P038,P015,T01-06,P011,P010,14,18
T01,2026-05-02,Tallink,Aliris,A,8,1,C3,18,T01-03,P014,P029,T01-09,P009,P023,17,18
T01,2026-05-02,Tallink,Aliris,A,8,1,C4,18,T01-04,P030,P039,T01-10,P002,P012,16,18
T01,2026-05-02,Tallink,Aliris,A,8,1,C5,18,T01-07,P031,P018,T01-11,P035,P004,18,9
T01,2026-05-02,Tallink,Aliris,A,8,1,C6,18,T01-08,P001,P024,T01-12,P025,P016,18,11
T01,2026-05-02,Tallink,Aliris,B,8,1,C7,18,T01-13,P008,P034,T01-20,P026,P027,18,11
T01,2026-05-02,Tallink,Aliris,B,8,1,C8,18,T01-14,P005,P040,T01-19,P013,P019,18,12
T01,2026-05-02,Tallink,Aliris,B,8,1,C9,18,T01-15,P003,P032,T01-18,P007,P020,18,16
T01,2026-05-02,Tallink,Aliris,A,9,1,C1,18,T01-01,P037,P036,T01-07,P031,P018,18,14
T01,2026-05-02,Tallink,Aliris,B,9,1,C10,18,T01-15,P003,P032,T01-16,P022,P017,18,12
T01,2026-05-02,Tallink,Aliris,A,9,1,C2,18,T01-02,P038,P015,T01-08,P001,P024,18,17
T01,2026-05-02,Tallink,Aliris,A,9,1,C3,18,T01-03,P014,P029,T01-11,P035,P004,12,18
T01,2026-05-02,Tallink,Aliris,A,9,1,C4,18,T01-04,P030,P039,T01-12,P025,P016,18,16
T01,2026-05-02,Tallink,Aliris,A,9,1,C5,18,T01-05,P028,P021,T01-09,P009,P023,12,18
T01,2026-05-02,Tallink,Aliris,A,9,1,C6,18,T01-06,P011,P010,T01-10,P002,P012,18,15
T01,2026-05-02,Tallink,Aliris,B,9,1,C7,18,T01-13,P008,P034,T01-19,P013,P019,18,13
T01,2026-05-02,Tallink,Aliris,B,9,1,C8,18,T01-20,P026,P027,T01-18,P007,P020,6,18
T01,2026-05-02,Tallink,Aliris,B,9,1,C9,18,T01-14,P005,P040,T01-17,P006,P033,18,8
T01,2026-05-02,Tallink,Aliris,A,10,1,C1,18,T01-01,P037,P036,T01-09,P009,P023,18,14
T01,2026-05-02,Tallink,Aliris,B,10,1,C10,18,T01-14,P005,P040,T01-15,P003,P032,18,15
T01,2026-05-02,Tallink,Aliris,A,10,1,C2,18,T01-02,P038,P015,T01-10,P002,P012,18,17
T01,2026-05-02,Tallink,Aliris,A,10,1,C3,18,T01-03,P014,P029,T01-07,P031,P018,5,18
T01,2026-05-02,Tallink,Aliris,A,10,1,C4,18,T01-04,P030,P039,T01-08,P001,P024,10,18
T01,2026-05-02,Tallink,Aliris,A,10,1,C5,18,T01-05,P028,P021,T01-11,P035,P004,8,18
T01,2026-05-02,Tallink,Aliris,A,10,1,C6,18,T01-06,P011,P010,T01-12,P025,P016,12,18
T01,2026-05-02,Tallink,Aliris,B,10,1,C7,18,T01-13,P008,P034,T01-18,P007,P020,10,18
T01,2026-05-02,Tallink,Aliris,B,10,1,C8,18,T01-17,P006,P033,T01-19,P013,P019,18,11
T01,2026-05-02,Tallink,Aliris,B,10,1,C9,18,T01-16,P022,P017,T01-20,P026,P027,18,16
T01,2026-05-02,Tallink,Aliris,A,11,1,C1,18,T01-01,P037,P036,T01-11,P035,P004,8,18
T01,2026-05-02,Tallink,Aliris,B,11,1,C10,18,T01-14,P005,P040,T01-20,P026,P027,18,9
T01,2026-05-02,Tallink,Aliris,A,11,1,C2,18,T01-02,P038,P015,T01-12,P025,P016,18,10
T01,2026-05-02,Tallink,Aliris,A,11,1,C3,18,T01-03,P014,P029,T01-05,P028,P021,11,18
T01,2026-05-02,Tallink,Aliris,A,11,1,C4,18,T01-04,P030,P039,T01-06,P011,P010,18,10
T01,2026-05-02,Tallink,Aliris,A,11,1,C5,18,T01-07,P031,P018,T01-09,P009,P023,18,8
T01,2026-05-02,Tallink,Aliris,A,11,1,C6,18,T01-08,P001,P024,T01-10,P002,P012,18,11
T01,2026-05-02,Tallink,Aliris,B,11,1,C7,18,T01-13,P008,P034,T01-17,P006,P033,10,18
T01,2026-05-02,Tallink,Aliris,B,11,1,C8,18,T01-16,P022,P017,T01-18,P007,P020,12,18
T01,2026-05-02,Tallink,Aliris,B,11,1,C9,18,T01-15,P003,P032,T01-19,P013,P019,18,13
T02,2026-05-09,Tallink,Aliris,A,1,1,C1,18,T02-01,P018,P050,T02-02,P051,P042,18,14
T02,2026-05-09,Tallink,Aliris,B,1,1,C10,18,T02-17,P054,P007,T02-16,P055,P046,18,10
T02,2026-05-09,Tallink,Aliris,A,1,1,C2,18,T02-03,P052,P037,T02-04,P039,P044,12,18
T02,2026-05-09,Tallink,Aliris,A,1,1,C3,18,T02-05,P015,P038,T02-06,P001,P043,18,16
T02,2026-05-09,Tallink,Aliris,A,1,1,C4,18,T02-07,P028,P021,T02-08,P012,P053,12,18
T02,2026-05-09,Tallink,Aliris,A,1,1,C5,18,T02-09,P023,P009,T02-10,P014,P041,16,18
T02,2026-05-09,Tallink,Aliris,A,1,1,C6,18,T02-11,P002,P047,T02-12,P019,P020,18,12
T02,2026-05-09,Tallink,Aliris,B,1,1,C7,18,T02-13,P008,P034,T02-20,P026,P027,18,17
T02,2026-05-09,Tallink,Aliris,B,1,1,C8,18,T02-14,P056,P004,T02-19,P045,P013,18,16
T02,2026-05-09,Tallink,Aliris,B,1,1,C9,18,T02-15,P022,P048,T02-18,P011,P049,16,18
T02,2026-05-09,Tallink,Aliris,A,2,1,C1,18,T02-01,P018,P050,T02-04,P039,P044,13,18
T02,2026-05-09,Tallink,Aliris,B,2,1,C10,18,T02-18,P011,P049,T02-20,P026,P027,18,17
T02,2026-05-09,Tallink,Aliris,A,2,1,C2,18,T02-03,P052,P037,T02-06,P001,P043,18,14
T02,2026-05-09,Tallink,Aliris,A,2,1,C3,18,T02-05,P015,P038,T02-08,P012,P053,17,18
T02,2026-05-09,Tallink,Aliris,A,2,1,C4,18,T02-07,P028,P021,T02-10,P014,P041,18,12
T02,2026-05-09,Tallink,Aliris,A,2,1,C5,18,T02-09,P023,P009,T02-12,P019,P020,18,5
T02,2026-05-09,Tallink,Aliris,A,2,1,C6,18,T02-11,P002,P047,T02-02,P051,P042,18,11
T02,2026-05-09,Tallink,Aliris,B,2,1,C7,18,T02-13,P008,P034,T02-19,P045,P013,11,18
T02,2026-05-09,Tallink,Aliris,B,2,1,C8,18,T02-15,P022,P048,T02-16,P055,P046,18,8
T02,2026-05-09,Tallink,Aliris,B,2,1,C9,18,T02-17,P054,P007,T02-14,P056,P004,18,11
T02,2026-05-09,Tallink,Aliris,A,3,1,C1,18,T02-01,P018,P050,T02-06,P001,P043,18,15
T02,2026-05-09,Tallink,Aliris,B,3,1,C10,18,T02-19,P045,P013,T02-17,P054,P007,8,18
T02,2026-05-09,Tallink,Aliris,A,3,1,C2,18,T02-03,P052,P037,T02-08,P012,P053,17,18
T02,2026-05-09,Tallink,Aliris,A,3,1,C3,18,T02-05,P015,P038,T02-10,P014,P041,18,15
T02,2026-05-09,Tallink,Aliris,A,3,1,C4,18,T02-07,P028,P021,T02-12,P019,P020,18,13
T02,2026-05-09,Tallink,Aliris,A,3,1,C5,18,T02-09,P023,P009,T02-02,P051,P042,16,18
T02,2026-05-09,Tallink,Aliris,A,3,1,C6,18,T02-11,P002,P047,T02-04,P039,P044,9,18
T02,2026-05-09,Tallink,Aliris,B,3,1,C7,18,T02-13,P008,P034,T02-18,P011,P049,14,18
T02,2026-05-09,Tallink,Aliris,B,3,1,C8,18,T02-16,P055,P046,T02-20,P026,P027,9,18
T02,2026-05-09,Tallink,Aliris,B,3,1,C9,18,T02-14,P056,P004,T02-15,P022,P048,18,12
T02,2026-05-09,Tallink,Aliris,A,4,1,C1,18,T02-01,P018,P050,T02-08,P012,P053,13,18
T02,2026-05-09,Tallink,Aliris,B,4,1,C10,18,T02-19,P045,P013,T02-15,P022,P048,18,13
T02,2026-05-09,Tallink,Aliris,A,4,1,C2,18,T02-03,P052,P037,T02-10,P014,P041,18,17
T02,2026-05-09,Tallink,Aliris,A,4,1,C3,18,T02-05,P015,P038,T02-12,P019,P020,18,15
T02,2026-05-09,Tallink,Aliris,A,4,1,C4,18,T02-07,P028,P021,T02-02,P051,P042,18,11
T02,2026-05-09,Tallink,Aliris,A,4,1,C5,18,T02-09,P023,P009,T02-04,P039,P044,14,18
T02,2026-05-09,Tallink,Aliris,A,4,1,C6,18,T02-11,P002,P047,T02-06,P001,P043,18,12
T02,2026-05-09,Tallink,Aliris,B,4,1,C7,18,T02-13,P008,P034,T02-17,P054,P007,12,18
T02,2026-05-09,Tallink,Aliris,B,4,1,C8,18,T02-14,P056,P004,T02-20,P026,P027,15,18
T02,2026-05-09,Tallink,Aliris,B,4,1,C9,18,T02-16,P055,P046,T02-18,P011,P049,9,18
T02,2026-05-09,Tallink,Aliris,A,5,1,C1,18,T02-01,P018,P050,T02-10,P014,P041,18,15
T02,2026-05-09,Tallink,Aliris,B,5,1,C10,18,T02-19,P045,P013,T02-20,P026,P027,18,12
T02,2026-05-09,Tallink,Aliris,A,5,1,C2,18,T02-03,P052,P037,T02-12,P019,P020,18,16
T02,2026-05-09,Tallink,Aliris,A,5,1,C3,18,T02-05,P015,P038,T02-02,P051,P042,18,16
T02,2026-05-09,Tallink,Aliris,A,5,1,C4,18,T02-07,P028,P021,T02-04,P039,P044,13,18
T02,2026-05-09,Tallink,Aliris,A,5,1,C5,18,T02-09,P023,P009,T02-06,P001,P043,9,18
T02,2026-05-09,Tallink,Aliris,A,5,1,C6,18,T02-11,P002,P047,T02-08,P012,P053,10,18
T02,2026-05-09,Tallink,Aliris,B,5,1,C7,18,T02-13,P008,P034,T02-16,P055,P046,18,6
T02,2026-05-09,Tallink,Aliris,B,5,1,C8,18,T02-15,P022,P048,T02-17,P054,P007,8,18
T02,2026-05-09,Tallink,Aliris,B,5,1,C9,18,T02-18,P011,P049,T02-14,P056,P004,11,18
T02,2026-05-09,Tallink,Aliris,A,6,1,C1,18,T02-01,P018,P050,T02-12,P019,P020,18,5
T02,2026-05-09,Tallink,Aliris,B,6,1,C10,18,T02-19,P045,P013,T02-18,P011,P049,12,18
T02,2026-05-09,Tallink,Aliris,A,6,1,C2,18,T02-03,P052,P037,T02-02,P051,P042,18,7
T02,2026-05-09,Tallink,Aliris,A,6,1,C3,18,T02-05,P015,P038,T02-04,P039,P044,16,18
T02,2026-05-09,Tallink,Aliris,A,6,1,C4,18,T02-07,P028,P021,T02-06,P001,P043,16,18
T02,2026-05-09,Tallink,Aliris,A,6,1,C5,18,T02-09,P023,P009,T02-08,P012,P053,8,18
T02,2026-05-09,Tallink,Aliris,A,6,1,C6,18,T02-11,P002,P047,T02-10,P014,P041,13,18
T02,2026-05-09,Tallink,Aliris,B,6,1,C7,18,T02-13,P008,P034,T02-15,P022,P048,18,15
T02,2026-05-09,Tallink,Aliris,B,6,1,C8,18,T02-16,P055,P046,T02-14,P056,P004,8,18
T02,2026-05-09,Tallink,Aliris,B,6,1,C9,18,T02-17,P054,P007,T02-20,P026,P027,18,9
T02,2026-05-09,Tallink,Aliris,A,7,1,C1,18,T02-01,P018,P050,T02-03,P052,P037,18,13
T02,2026-05-09,Tallink,Aliris,B,7,1,C10,18,T02-17,P054,P007,T02-18,P011,P049,18,9
T02,2026-05-09,Tallink,Aliris,A,7,1,C2,18,T02-02,P051,P042,T02-04,P039,P044,10,18
T02,2026-05-09,Tallink,Aliris,A,7,1,C3,18,T02-05,P015,P038,T02-07,P028,P021,11,18
T02,2026-05-09,Tallink,Aliris,A,7,1,C4,18,T02-06,P001,P043,T02-08,P012,P053,18,11
T02,2026-05-09,Tallink,Aliris,A,7,1,C5,18,T02-09,P023,P009,T02-11,P002,P047,18,16
T02,2026-05-09,Tallink,Aliris,A,7,1,C6,18,T02-10,P014,P041,T02-12,P019,P020,17,18
T02,2026-05-09,Tallink,Aliris,B,7,1,C7,18,T02-13,P008,P034,T02-14,P056,P004,14,18
T02,2026-05-09,Tallink,Aliris,B,7,1,C8,18,T02-15,P022,P048,T02-20,P026,P027,17,18
T02,2026-05-09,Tallink,Aliris,B,7,1,C9,18,T02-16,P055,P046,T02-19,P045,P013,8,18
T02,2026-05-09,Tallink,Aliris,A,8,1,C1,18,T02-01,P018,P050,T02-05,P015,P038,17,18
T02,2026-05-09,Tallink,Aliris,B,8,1,C10,18,T02-16,P055,P046,T02-17,P054,P007,3,18
T02,2026-05-09,Tallink,Aliris,A,8,1,C2,18,T02-02,P051,P042,T02-06,P001,P043,10,18
T02,2026-05-09,Tallink,Aliris,A,8,1,C3,18,T02-03,P052,P037,T02-09,P023,P009,14,18
T02,2026-05-09,Tallink,Aliris,A,8,1,C4,18,T02-04,P039,P044,T02-10,P014,P041,13,18
T02,2026-05-09,Tallink,Aliris,A,8,1,C5,18,T02-07,P028,P021,T02-11,P002,P047,18,14
T02,2026-05-09,Tallink,Aliris,A,8,1,C6,18,T02-08,P012,P053,T02-12,P019,P020,11,18
T02,2026-05-09,Tallink,Aliris,B,8,1,C7,18,T02-13,P008,P034,T02-20,P026,P027,15,18
T02,2026-05-09,Tallink,Aliris,B,8,1,C8,18,T02-14,P056,P004,T02-19,P045,P013,17,18
T02,2026-05-09,Tallink,Aliris,B,8,1,C9,18,T02-15,P022,P048,T02-18,P011,P049,18,17
T02,2026-05-09,Tallink,Aliris,A,9,1,C1,18,T02-01,P018,P050,T02-07,P028,P021,18,12
T02,2026-05-09,Tallink,Aliris,B,9,1,C10,18,T02-15,P022,P048,T02-16,P055,P046,12,18
T02,2026-05-09,Tallink,Aliris,A,9,1,C2,18,T02-02,P051,P042,T02-08,P012,P053,8,18
T02,2026-05-09,Tallink,Aliris,A,9,1,C3,18,T02-03,P052,P037,T02-11,P002,P047,18,13
T02,2026-05-09,Tallink,Aliris,A,9,1,C4,18,T02-04,P039,P044,T02-12,P019,P020,13,18
T02,2026-05-09,Tallink,Aliris,A,9,1,C5,18,T02-05,P015,P038,T02-09,P023,P009,14,18
